image,endpoint_count,branch_point_count,connected_components,graph_nodes,graph_edges,skeleton_length_pixels,branch_density,endpoint_density,average_width_pixels,maximum_width_pixels,crack_coverage_percent,crack_area_pixels,dominant_orientation_degrees
20160330_165325_1921_721,13,13,2,819,841,973.55,0.013353,0.013353,6.82,21.58,3.9145,9019,121.35
20160330_165325_1_721,8,10,1,1240,1250,1419.0,0.007047,0.005638,11.53,44.0,10.7413,24748,173.41
20160330_165325_641_361,5,3,2,544,544,620.63,0.004834,0.008056,7.14,21.58,2.8971,6675,168.11
20160330_165325_641_721,11,15,2,1113,1129,1307.53,0.011472,0.008413,15.6,69.51,10.4106,23986,13.94
20160330_165333_1281_1081,6,4,3,697,698,775.46,0.005158,0.007737,16.66,57.58,6.3238,14570,178.23
20160330_165333_1281_721,3,0,3,430,427,453.1,0.0,0.006621,20.96,78.0,3.9158,9022,179.21
20160330_165333_1921_1081,1,1,3,206,204,220.57,0.004534,0.004534,10.99,33.56,0.819,1887,0.82
20160330_165333_1921_361,6,3,3,574,574,655.19,0.004579,0.009158,12.54,36.79,5.0109,11545,174.68
20160330_165333_1921_721,15,13,8,1465,1495,1707.91,0.007612,0.008783,13.45,69.96,11.1636,25721,155.76
20160330_165333_1_1081,8,7,2,785,792,922.48,0.007588,0.008672,13.83,56.0,7.6237,17565,162.13
20160330_165333_1_721,7,3,4,803,805,914.77,0.00328,0.007652,19.54,67.2,9.1441,21068,17.55
20160330_165333_641_1081,2,1,2,424,424,461.28,0.002168,0.004336,8.99,26.0,2.0677,4764,174.68
20160330_165333_641_721,9,9,2,1056,1064,1228.86,0.007324,0.007324,17.76,62.0,9.5191,21932,18.32
20160330_165644_1281_1081,6,5,5,539,544,630.98,0.007924,0.009509,10.68,38.0,3.4293,7901,174.94
20160330_165644_1281_361,14,15,1,1209,1233,1411.53,0.010627,0.009918,13.87,50.76,10.9405,25207,170.16
20160330_165644_1281_721,9,5,4,746,746,824.7,0.006063,0.010913,11.6,39.15,4.6354,10680,3.32
20160330_165644_1921_361,7,5,3,997,1004,1150.22,0.004347,0.006086,8.82,28.36,6.8116,15694,165.46
20160330_165644_1921_721,11,9,4,1135,1141,1300.89,0.006918,0.008456,13.91,56.0,10.7799,24837,161.4
20160330_165644_1_1081,6,6,2,659,665,757.78,0.007918,0.007918,10.79,36.79,5.0039,11529,173.56
20160330_165644_1_361,2,1,1,193,192,203.18,0.004922,0.009843,13.61,38.0,0.8776,2022,1.3
20160330_165644_1_721,15,14,1,1604,1624,1865.07,0.007506,0.008043,12.96,71.54,12.8225,29543,4.98
20160330_165644_641_1081,4,0,5,236,231,265.38,0.0,0.015073,9.03,27.57,1.3229,3048,105.4
20160330_165644_641_361,6,3,3,260,261,293.31,0.010228,0.020456,11.67,32.0,1.9297,4446,1.48
20160330_165644_641_721,17,11,5,1731,1744,1969.75,0.005584,0.008631,11.83,45.58,14.8121,34127,164.91
20160330_170014_1281_721,7,5,3,783,794,923.23,0.005416,0.007582,6.25,20.0,3.6133,8325,10.09
20160330_170014_1921_721,5,10,1,847,879,977.58,0.010229,0.005115,6.2,20.0,3.487,8034,5.52
20160330_170014_1_361,6,2,2,136,138,161.61,0.012375,0.037126,5.5,15.18,0.6037,1391,99.37
20160330_170014_1_721,8,9,1,726,734,820.16,0.010974,0.009754,8.87,34.0,4.046,9322,3.81
20160330_170014_641_361,7,1,6,586,582,680.17,0.00147,0.010292,5.86,19.18,2.576,5935,173.96
20160330_170014_641_721,3,0,3,228,225,253.99,0.0,0.011811,7.04,24.39,0.8997,2073,138.31
20160330_170114_1281_361,0,0,1,119,118,137.05,0.0,0.0,9.56,26.36,0.7656,1764,22.85
20160330_170114_1281_721,11,6,2,1343,1356,1561.86,0.003842,0.007043,8.11,29.58,8.0729,18600,172.88
20160330_170114_1921_721,1,5,1,880,903,1038.03,0.004817,0.000963,11.03,34.0,7.2435,16689,174.75
20160330_170114_1_721,7,8,3,915,940,1068.41,0.007488,0.006552,9.32,32.79,5.6628,13047,172.1
20160330_170114_641_361,4,2,2,330,331,396.45,0.005045,0.01009,6.16,19.99,1.4766,3402,43.54
20160330_170114_641_721,7,4,3,691,694,808.74,0.004946,0.008655,8.22,32.36,4.3438,10008,12.61
20160330_170201_1281_721,5,3,1,669,671,748.04,0.00401,0.006684,7.05,24.77,3.3872,7804,11.55
20160330_170201_1921_721,3,2,1,676,677,766.06,0.002611,0.003916,9.01,32.0,4.2227,9729,5.97
20160330_170201_1_721,5,6,2,880,887,1011.68,0.005931,0.004942,13.9,57.12,7.3477,16929,166.78
20160330_170201_641_361,0,0,2,209,207,222.33,0.0,0.0,8.54,27.57,0.8082,1862,179.98
20160330_170201_641_721,7,3,4,613,614,684.0,0.004386,0.010234,9.04,35.97,3.6285,8360,0.24
20160330_170256_1281_721,5,4,2,1241,1243,1385.9,0.002886,0.003608,27.34,76.76,27.3828,63090,1.79
20160330_170256_1921_721,1,0,1,659,658,715.16,0.0,0.001398,32.26,76.0,17.3568,39990,8.38
20160330_170256_1_1,2,1,1,177,177,189.84,0.005268,0.010535,22.35,69.94,1.2812,2952,6.37
20160330_170256_1_361,1,1,1,709,709,816.7,0.001224,0.001224,40.21,155.59,19.8247,45676,23.17
20160330_170256_641_361,2,2,1,516,518,584.27,0.003423,0.003423,30.14,114.27,7.3481,16930,9.1
20160330_170256_641_721,13,6,5,1009,1012,1148.69,0.005223,0.011317,23.31,70.0,16.7057,38490,14.2
20160330_170302_1281_1,4,2,1,387,387,439.61,0.00455,0.009099,11.45,34.0,3.4319,7907,104.86
20160330_170302_1281_361,17,11,6,1280,1291,1483.2,0.007416,0.011462,17.83,68.0,14.4071,33194,46.39
20160330_170302_1281_721,13,12,5,1250,1283,1514.13,0.007925,0.008586,24.43,87.88,20.1406,46404,173.39
20160330_170302_1921_1081,3,2,1,260,262,294.72,0.006786,0.010179,27.6,78.0,3.6094,8316,12.07
20160330_170302_1921_721,3,3,1,784,789,867.7,0.003457,0.003457,27.95,86.0,14.6519,33758,12.05
20160330_170302_1_1081,5,3,2,425,429,489.06,0.006134,0.010224,8.19,32.76,2.1237,4893,177.71
20160330_170302_1_721,9,9,6,1006,1017,1168.19,0.007704,0.007704,15.18,51.95,9.8941,22796,21.07
20160330_170302_641_1,14,9,6,628,635,745.18,0.012078,0.018787,17.2,56.33,7.0573,16260,39.59
20160330_170302_641_1081,1,1,1,393,392,434.66,0.002301,0.002301,22.21,76.0,3.9722,9152,179.61
20160330_170302_641_361,3,1,3,178,176,212.45,0.004707,0.014121,19.34,56.0,2.013,4638,90.84
20160330_170302_641_721,12,5,10,813,803,889.98,0.005618,0.013483,16.75,61.18,6.99,16105,153.14
20160330_170308_1281_361,2,1,1,660,659,761.31,0.001314,0.002627,17.54,57.12,10.2496,23615,176.5
20160330_170308_1281_721,8,4,3,750,750,874.26,0.004575,0.009151,17.82,65.18,9.3724,21594,19.92
20160330_170308_1921_1081,4,3,2,523,524,595.24,0.00504,0.00672,23.53,65.94,8.5951,19803,5.3
20160330_170308_1921_361,3,1,1,552,552,614.13,0.001628,0.004885,20.54,57.12,8.8121,20303,9.05
20160330_170308_1921_721,8,3,4,705,703,794.54,0.003776,0.010069,21.97,67.59,9.6597,22256,154.48
20160330_170308_1_361,2,0,1,76,75,84.11,0.0,0.023778,22.41,61.94,0.5994,1381,165.32
20160330_170308_1_721,4,5,1,743,749,855.45,0.005845,0.004676,25.01,68.0,14.3069,32963,163.11
20160330_170308_641_361,11,12,3,1076,1084,1233.53,0.009728,0.008917,23.81,72.71,16.1523,37215,177.17
20160330_170308_641_721,5,0,6,447,441,493.19,0.0,0.010138,12.68,43.16,3.1549,7269,8.57
20160330_170348_1281_361,3,1,2,328,328,377.71,0.002648,0.007943,26.72,84.0,5.2938,12197,19.12
20160330_170348_1281_721,3,7,2,578,601,673.49,0.010394,0.004454,20.52,56.0,6.9023,15903,9.95
20160330_170348_1921_721,3,1,1,678,677,732.5,0.001365,0.004096,26.57,71.94,14.6645,33787,178.22
20160330_170348_1_721,2,0,1,596,595,634.76,0.0,0.003151,27.4,70.0,14.579,33590,6.47
20160330_170348_641_361,1,0,1,416,415,449.79,0.0,0.002223,35.31,95.88,7.3702,16981,166.19
20160330_170348_641_721,2,1,1,553,554,589.21,0.001697,0.003394,34.98,103.12,11.7109,26982,171.53
20160330_170428_1081_641,5,2,1,450,454,541.81,0.003691,0.009228,28.93,73.58,9.9544,22935,158.17
20160330_170428_1_641,4,5,1,480,482,554.49,0.009017,0.007214,20.44,55.53,7.1098,16381,17.92
20160330_170428_361_641,3,4,1,485,500,566.27,0.007064,0.005298,28.26,87.09,8.7713,20209,179.14
20160330_170428_721_641,2,0,1,368,367,421.26,0.0,0.004748,24.1,61.13,7.793,17955,177.16
20160330_170501_1281_361,5,3,1,692,693,763.0,0.003932,0.006553,22.66,88.0,10.5404,24285,175.19
20160330_170501_1281_721,0,0,1,128,127,132.8,0.0,0.0,12.8,32.0,0.5855,1349,0.72
20160330_170501_1921_361,6,4,1,744,747,813.69,0.004916,0.007374,24.64,99.48,10.6675,24578,6.13
20160330_170501_1921_721,1,0,1,244,243,252.94,0.0,0.003953,15.44,64.39,1.3112,3021,2.67
20160330_170501_1_721,11,8,1,830,839,933.44,0.00857,0.011784,16.61,56.73,9.6493,22232,173.34
20160330_170501_641_361,4,3,1,357,359,404.56,0.007415,0.009887,19.84,52.0,4.1641,9594,169.79
20160330_170501_641_721,4,2,2,527,526,576.95,0.003467,0.006933,19.03,55.18,6.5486,15088,173.75
20160330_170504_1281_361,3,3,1,248,256,294.52,0.010186,0.010186,23.49,68.75,4.2426,9775,175.0
20160330_170504_1281_721,2,2,2,628,629,718.47,0.002784,0.002784,28.05,75.9,11.9952,27637,160.23
20160330_170504_1921_361,4,2,1,661,662,725.37,0.002757,0.005514,35.41,137.41,15.076,34735,171.51
20160330_170504_1921_721,0,0,1,197,196,203.46,0.0,0.0,17.07,40.0,1.0955,2524,178.44
20160330_170504_1_361,6,4,1,485,491,549.4,0.007281,0.010921,14.11,43.54,4.7517,10948,14.77
20160330_170504_1_721,5,3,1,410,412,459.22,0.006533,0.010888,15.79,45.54,4.487,10338,15.74
20160330_170504_641_721,10,12,2,891,927,1048.78,0.011442,0.009535,18.04,56.79,11.523,26549,178.16
20160330_170507_1281_361,2,0,3,413,410,432.78,0.0,0.004621,22.68,70.0,3.1298,7211,178.96
20160330_170507_1281_721,3,1,1,641,641,698.16,0.001432,0.004297,19.44,63.19,7.4983,17276,178.14
20160330_170507_1921_721,8,6,2,746,754,852.17,0.007041,0.009388,16.51,48.33,9.7804,22534,11.88
20160330_170507_1_361,6,3,3,586,596,649.85,0.004616,0.009233,16.94,60.0,4.3563,10037,178.95
20160330_170507_1_721,15,12,4,812,822,914.78,0.013118,0.016397,21.99,82.36,7.5004,17281,2.14
20160330_170507_641_361,7,5,3,495,500,566.69,0.008823,0.012352,14.73,43.18,5.467,12596,1.86
20160330_170507_641_721,8,6,1,407,414,472.4,0.012701,0.016935,17.14,47.97,4.4661,10290,10.57
20160330_170848_1281_1,6,4,3,856,856,944.64,0.004234,0.006352,12.93,39.58,8.1762,18838,2.32
20160330_170848_1281_361,2,1,1,386,385,423.52,0.002361,0.004722,17.14,45.94,4.7452,10933,85.85
20160330_170848_1281_721,3,2,1,712,714,777.37,0.002573,0.003859,11.5,28.36,6.3676,14671,179.78
20160330_170848_1921_1,5,2,2,352,353,388.21,0.005152,0.01288,11.85,34.0,3.181,7329,171.38
20160330_170848_1921_361,1,0,1,284,283,311.99,0.0,0.003205,11.95,38.0,1.9128,4407,164.48
20160330_170848_1921_721,2,2,2,594,594,676.84,0.002955,0.002955,12.27,42.0,4.9032,11297,161.13
20160330_170848_1_1,5,4,1,463,466,534.76,0.00748,0.00935,20.98,59.97,7.76,17879,85.97
20160330_170848_1_1081,8,5,3,802,805,908.97,0.005501,0.008801,13.31,45.94,7.8503,18087,170.17
20160330_170848_1_361,2,1,1,451,451,523.07,0.001912,0.003824,22.97,58.76,7.9718,18367,84.36
20160330_170848_1_721,9,8,3,912,919,1074.33,0.007447,0.008377,15.16,56.36,10.1319,23344,73.09
20160330_170848_641_1,4,1,3,216,213,236.2,0.004234,0.016935,11.33,40.76,1.3359,3078,89.25
20160330_170848_641_361,2,0,1,67,66,73.46,0.0,0.027227,16.75,48.0,0.5777,1331,87.3
20160330_170848_641_721,6,10,1,1225,1235,1421.81,0.007033,0.00422,12.05,37.18,10.9206,25161,162.45
20160330_170922_1281_721,5,10,2,1000,1023,1167.97,0.008562,0.004281,8.39,32.39,5.8095,13385,5.96
20160330_170922_1921_1081,3,3,1,572,579,688.35,0.004358,0.004358,7.66,21.58,3.4423,7931,39.39
20160330_170922_1921_721,4,1,2,719,719,827.11,0.001209,0.004836,9.17,27.58,5.2322,12055,4.44
20160330_170922_1_361,14,12,4,999,1021,1167.63,0.010277,0.01199,6.97,21.18,4.9514,11408,1.45
20160330_170922_641_1,3,2,1,377,383,444.3,0.004501,0.006752,6.22,16.8,1.8199,4193,85.14
20160330_170922_641_361,14,8,5,1011,1020,1200.18,0.006666,0.011665,7.67,22.79,6.0256,13883,32.5
20160330_170922_641_721,3,1,3,530,528,628.24,0.001592,0.004775,8.23,26.36,3.4727,8001,21.16
20160330_172305_1281_361,7,5,2,635,640,712.49,0.007018,0.009825,20.87,62.0,9.0169,20775,170.31
20160330_172305_1281_721,2,0,1,632,631,686.09,0.0,0.002915,12.6,36.79,6.1259,14114,176.09
20160330_172305_1921_361,3,4,1,536,545,619.97,0.006452,0.004839,17.74,43.54,7.3685,16977,171.1
20160330_172305_1921_721,2,0,1,604,603,717.74,0.0,0.002787,15.93,45.94,8.7396,20136,23.91
20160330_172305_1_1081,3,7,4,792,819,942.85,0.007424,0.003182,13.22,40.0,8.0156,18468,162.11
20160330_172305_1_721,1,0,2,551,549,626.87,0.0,0.001595,14.33,55.96,5.0651,11670,6.4
20160330_172305_641_361,2,0,1,79,78,98.71,0.0,0.020261,7.9,18.39,0.5104,1176,143.58
20160330_172305_641_721,6,11,1,1075,1104,1290.81,0.008522,0.004648,16.58,53.15,12.9015,29725,157.32
20160402_150105_1281_1081,11,13,1,961,984,1123.18,0.011574,0.009794,6.74,30.39,4.4349,10218,16.29
20160402_150105_1281_361,14,16,1,814,843,986.73,0.016215,0.014188,6.62,21.19,3.8203,8802,17.14
20160402_150105_1921_1081,6,7,2,375,384,449.03,0.015589,0.013362,8.36,30.36,2.0174,4648,24.63
20160402_150105_1921_361,3,3,2,322,325,375.12,0.007997,0.007997,8.53,28.0,1.8685,4305,15.77
20160402_150105_1921_721,5,4,1,433,438,489.78,0.008167,0.010209,5.93,18.39,1.7604,4056,5.13
20160402_150105_1_1,9,15,1,679,703,823.95,0.018205,0.010923,8.03,25.97,3.8646,8904,31.09
20160402_150105_641_1,12,9,2,491,503,591.64,0.015212,0.020283,9.37,43.15,2.4848,5725,26.65
20160402_150105_641_1081,1,1,1,199,200,224.44,0.004456,0.004456,6.69,26.36,0.7951,1832,15.13
20160402_150105_641_361,11,11,3,832,863,1003.0,0.010967,0.010967,8.81,29.59,4.8151,11094,158.89
20160402_150105_641_721,13,13,1,752,781,891.18,0.014587,0.014587,9.14,31.19,4.0586,9351,42.63
20160402_150110_1281_1,6,8,1,548,553,643.71,0.012428,0.009321,8.68,32.76,3.3694,7763,157.44
20160402_150110_1281_1081,5,4,1,342,348,402.68,0.009934,0.012417,12.6,40.36,3.1124,7171,114.54
20160402_150110_1281_361,2,2,1,325,325,377.61,0.005297,0.005297,12.16,45.58,2.6341,6069,151.78
20160402_150110_1921_1,5,3,1,436,439,501.96,0.005977,0.009961,8.09,35.97,2.3173,5339,0.41
20160402_150110_1921_1081,2,1,1,136,137,161.02,0.00621,0.01242,11.57,32.39,1.0078,2322,119.38
20160402_150110_1921_361,5,3,1,231,244,281.28,0.010666,0.017776,6.96,21.97,1.1463,2641,164.72
20160402_150110_1921_721,9,14,1,1040,1079,1277.82,0.010956,0.007043,8.78,34.0,6.1762,14230,141.01
20160402_150110_1_1081,7,5,2,640,645,753.94,0.006632,0.009285,11.34,34.0,5.332,12285,17.12
20160402_150110_1_721,3,1,1,271,270,316.39,0.003161,0.009482,8.48,37.15,1.5221,3507,164.97
20160402_150110_641_1081,3,4,1,408,413,497.09,0.008047,0.006035,10.07,33.97,3.01,6935,121.86
20160402_150110_641_361,8,7,1,405,412,501.47,0.013959,0.015953,10.64,42.0,2.8589,6587,142.87
20160402_150110_641_721,16,15,1,773,801,928.58,0.016154,0.017231,9.6,32.76,4.576,10543,130.88
20160402_150300_1281_721,18,13,3,948,965,1118.26,0.011625,0.016096,10.78,42.36,6.7791,15619,178.62
20160402_150300_1921_721,2,3,1,382,387,444.16,0.006754,0.004503,9.35,31.19,2.589,5965,179.58
20160402_150300_1_721,11,12,1,817,832,953.78,0.012582,0.011533,15.43,61.12,8.2539,19017,163.98
20160402_150300_641_721,12,12,1,880,910,1047.52,0.011456,0.011456,15.41,55.94,9.5399,21980,23.33
20160402_150304_1281_721,13,21,1,1061,1120,1284.44,0.01635,0.010121,15.86,53.54,10.3576,23864,7.41
20160402_150304_1921_721,14,12,1,808,825,953.82,0.012581,0.014678,16.45,56.73,9.0859,20934,176.63
20160402_150304_1_721,18,12,4,935,946,1088.49,0.011024,0.016537,9.92,41.96,6.2153,14320,152.76
20160402_150304_641_721,22,19,2,958,985,1128.73,0.016833,0.019491,13.92,41.96,8.8342,20354,178.18
20160402_150317_1281_361,12,10,3,837,850,944.85,0.010584,0.0127,19.2,62.72,8.6424,19912,174.84
20160402_150317_1281_721,18,13,5,979,988,1137.53,0.011428,0.015824,11.63,60.0,4.691,10808,23.22
20160402_150317_1921_361,7,7,1,578,584,654.83,0.01069,0.01069,17.82,57.94,5.8216,13413,2.72
20160402_150317_1921_721,30,16,9,1065,1077,1255.11,0.012748,0.023902,8.68,36.4,5.8507,13480,175.66
20160402_150317_1_361,4,1,4,249,250,278.99,0.003584,0.014337,10.99,49.18,1.1406,2628,179.87
20160402_150317_1_721,6,7,2,691,695,779.09,0.008985,0.007701,17.02,73.12,6.2122,14313,3.34
20160402_150317_641_361,1,3,1,294,299,333.79,0.008988,0.002996,19.14,63.19,3.3338,7681,177.6
20160402_150317_641_721,11,11,4,708,720,811.54,0.013554,0.013554,15.49,52.33,5.8494,13477,9.76
20160402_150938_1281_1081,21,18,3,872,904,1015.42,0.017727,0.020681,9.34,29.16,5.6957,13123,2.33
20160402_150938_1281_721,13,13,4,829,849,963.74,0.013489,0.013489,11.11,46.39,5.737,13218,15.16
20160402_150938_1921_1081,16,12,3,1172,1186,1343.4,0.008933,0.01191,17.76,74.35,10.3624,23875,16.95
20160402_150938_1921_721,2,1,2,160,158,181.61,0.005506,0.011013,8.74,24.39,0.875,2016,5.57
20160402_150938_1_1,7,8,2,285,295,335.59,0.023838,0.020859,13.21,40.79,2.1133,4869,172.5
20160402_150938_1_361,14,17,2,1063,1102,1301.24,0.013064,0.010759,15.05,47.94,10.046,23146,12.07
20160402_150938_641_361,7,4,2,482,489,563.97,0.007093,0.012412,13.58,41.57,5.1289,11817,18.4
20160402_150938_641_721,8,9,1,783,791,914.85,0.009838,0.008745,13.38,44.8,7.8125,18000,11.28
20160402_150942_1281_721,5,8,1,1099,1111,1269.64,0.006301,0.003938,15.47,50.0,11.6984,26953,15.81
20160402_150942_1921_1081,6,5,2,527,535,617.43,0.008098,0.009718,9.39,30.76,3.4792,8016,19.01
20160402_150942_1921_721,5,7,1,730,738,832.44,0.008409,0.006006,14.53,41.54,8.1697,18823,0.69
20160402_150942_1_361,17,17,2,1090,1115,1260.8,0.013483,0.013483,20.7,58.33,14.2083,32736,7.98
20160402_150942_641_361,15,10,6,737,743,849.45,0.011772,0.017658,17.53,52.0,8.3364,19207,6.62
20160402_150942_641_721,7,6,1,753,759,879.12,0.006825,0.007962,17.36,53.15,7.5612,17421,173.21
20160402_151837_1281_721,3,2,1,685,686,788.72,0.002536,0.003804,9.94,32.0,5.6306,12973,158.83
20160402_151837_1921_361,6,4,2,463,470,544.14,0.007351,0.011026,11.18,42.0,3.4844,8028,1.21
20160402_151837_1921_721,3,2,3,339,339,374.21,0.005345,0.008017,11.09,30.0,2.4392,5620,0.06
20160402_151837_1_721,6,5,1,678,684,768.09,0.00651,0.007812,7.72,25.97,3.7574,8657,1.0
20160402_151837_641_721,6,4,1,686,688,783.68,0.005104,0.007656,8.63,24.0,4.6936,10814,7.22
20160405_171215_1281_361,4,3,2,412,413,473.48,0.006336,0.008448,16.42,49.15,4.9336,11367,21.41
20160405_171215_1281_721,27,22,8,1592,1632,1856.92,0.011848,0.01454,15.33,68.79,14.8303,34169,5.02
20160405_171215_1921_1081,5,7,3,507,526,603.46,0.0116,0.008286,18.61,57.97,5.3789,12393,2.57
20160405_171215_1921_721,16,10,6,911,919,1078.89,0.009269,0.01483,13.84,45.15,8.2956,19113,15.07
20160405_171215_1_1,17,15,4,1489,1515,1739.5,0.008623,0.009773,16.56,65.51,14.6966,33861,28.31
20160405_171215_1_361,12,6,5,704,705,805.24,0.007451,0.014902,12.92,47.58,4.8385,11148,34.44
20160405_171215_641_361,16,9,8,1477,1478,1690.49,0.005324,0.009465,15.29,58.37,14.4861,33376,8.39
20160405_171215_641_721,4,2,1,333,334,387.85,0.005157,0.010313,14.85,45.97,3.7135,8556,22.88
20160405_171219_1281_361,3,2,1,385,385,440.09,0.004545,0.006817,18.77,53.94,5.2391,12071,10.68
20160405_171219_1281_721,16,10,5,877,887,1027.0,0.009737,0.015579,15.12,53.93,9.0451,20840,12.51
20160405_171219_1921_721,10,5,3,942,946,1080.62,0.004627,0.009254,17.45,58.73,12.5556,28928,19.27
20160405_171219_1_361,12,12,4,760,773,881.94,0.013606,0.013606,18.08,71.59,7.0477,16238,17.36
20160405_171219_1_721,13,13,5,788,803,922.29,0.014095,0.014095,17.99,58.0,6.8485,15779,3.61
20160405_171219_641_361,7,1,5,763,759,842.67,0.001187,0.008307,15.86,48.39,9.2027,21203,177.67
20160405_171219_641_721,8,3,3,593,597,690.61,0.004344,0.011584,17.36,77.54,6.9206,15945,74.69
20160405_171333_1281_361,5,1,3,70,68,80.43,0.012434,0.062169,9.49,26.0,0.4484,1033,179.11
20160405_171333_1281_721,29,20,7,1211,1239,1418.77,0.014097,0.02044,10.93,54.0,7.8837,18164,179.61
20160405_171333_1921_721,21,18,2,990,1005,1135.06,0.015858,0.018501,14.18,45.54,8.9527,20627,1.93
20160405_171333_1_361,20,10,7,553,555,621.27,0.016096,0.032192,11.23,46.0,3.8954,8975,13.84
20160405_171333_1_721,18,8,8,596,605,691.98,0.011561,0.026012,11.44,38.38,4.8047,11070,5.33
20160405_171333_641_721,27,17,6,870,887,1009.19,0.016845,0.026754,11.84,40.0,7.2821,16778,0.62
20160405_171336_1281_361,9,8,3,1029,1035,1197.79,0.006679,0.007514,40.84,126.3,23.9944,55283,179.69
20160405_171336_1921_1081,3,2,1,139,141,153.43,0.013036,0.019553,16.17,43.54,0.9262,2134,5.31
20160405_171336_1921_361,2,1,1,291,290,346.75,0.002884,0.005768,46.96,107.99,6.3702,14677,30.29
20160405_171336_1921_721,5,3,2,762,764,922.64,0.003252,0.005419,50.12,126.24,27.2548,62795,35.63
20160405_171336_1_361,6,8,1,890,901,1024.44,0.007809,0.005857,28.86,94.79,13.1081,30201,17.41
20160405_171336_1_721,2,1,2,325,324,344.71,0.002901,0.005802,35.84,113.08,3.7001,8525,6.4
20160405_171336_641_361,4,3,3,710,711,778.1,0.003856,0.005141,37.91,108.34,10.714,24685,171.2
20160405_171336_641_721,3,4,1,640,645,691.81,0.005782,0.004336,40.16,128.63,11.7331,27033,177.75
20160405_171353_1281_721,6,7,1,869,874,1003.65,0.006975,0.005978,20.66,60.74,12.9596,29859,170.96
20160405_171353_1921_361,2,1,1,145,146,155.53,0.00643,0.01286,14.69,39.54,0.829,1910,177.9
20160405_171353_1921_721,6,5,1,690,694,793.0,0.006305,0.007566,22.84,70.3,11.7769,27134,169.13
20160405_171353_1_721,12,10,1,1004,1015,1174.06,0.008517,0.010221,29.31,82.0,17.4366,40174,174.53
20160405_171353_641_721,9,7,2,876,881,1015.21,0.006895,0.008865,27.82,92.0,17.4744,40261,176.76
20160405_171410_1281_361,2,0,2,319,317,338.12,0.0,0.005915,43.86,134.0,4.7374,10915,174.71
20160405_171410_1281_721,15,24,1,1515,1560,1772.08,0.013543,0.008465,42.43,168.0,23.0838,53185,175.16
20160405_171410_1921_361,3,1,1,647,648,681.55,0.001467,0.004402,56.74,153.84,15.4006,35483,179.48
20160405_171410_1921_721,5,3,1,720,721,784.37,0.003825,0.006375,58.86,160.0,16.7439,38578,178.58
20160405_171410_1_361,12,8,4,415,432,504.49,0.015858,0.023787,12.52,45.97,3.0451,7016,167.3
20160405_171410_1_721,10,9,1,1009,1013,1138.09,0.007908,0.008787,26.83,84.0,15.2331,35097,167.41
20160405_171410_641_361,13,7,5,506,507,567.89,0.012326,0.022892,12.07,40.36,3.3446,7706,170.52
20160405_171410_641_721,32,27,7,1506,1540,1778.17,0.015184,0.017996,20.28,84.78,15.8507,36520,5.37
20160405_171431_1281_361,5,4,1,908,911,1031.12,0.003879,0.004849,27.55,92.0,16.6541,38371,6.75
20160405_171431_1921_361,11,9,1,1131,1143,1326.08,0.006787,0.008295,29.06,85.58,19.9497,45964,7.4
20160405_171431_1_1081,7,10,2,877,892,1055.2,0.009477,0.006634,32.85,88.39,17.7812,40968,155.72
20160405_171431_1_721,2,0,2,376,374,442.35,0.0,0.004521,31.3,82.36,8.602,19819,170.42
20160405_171431_641_1,12,9,3,646,652,760.94,0.011828,0.01577,20.43,61.15,8.898,20501,57.84
20160405_171431_641_361,8,8,3,970,979,1178.65,0.006787,0.006787,32.33,95.51,20.7604,47832,152.87
20160405_171431_641_721,2,2,1,379,380,457.46,0.004372,0.004372,32.93,84.39,8.8503,20391,145.36
20160405_171453_1281_1,14,13,3,703,718,838.12,0.015511,0.016704,16.55,46.39,6.5538,15100,98.68
20160405_171453_1281_361,11,10,1,1270,1282,1481.65,0.006749,0.007424,29.71,85.16,23.5846,54339,1.13
20160405_171453_1281_721,3,2,2,155,157,176.88,0.011307,0.01696,9.1,23.58,0.7656,1764,82.44
20160405_171453_1921_1,4,1,3,245,244,282.52,0.00354,0.014158,13.59,34.76,2.5712,5924,8.09
20160405_171453_1921_1081,11,9,1,929,941,1094.26,0.008225,0.010052,33.17,117.04,18.5252,42682,47.25
20160405_171453_1921_361,2,4,1,213,215,251.04,0.015934,0.007967,27.63,80.73,2.4423,5627,7.29
20160405_171453_1921_721,12,9,4,1169,1180,1360.18,0.006617,0.008822,20.9,69.51,13.9935,32241,57.18
20160405_171453_1_1081,6,4,4,320,319,343.44,0.011647,0.01747,12.39,35.19,1.582,3645,0.74
20160405_171453_1_721,13,11,3,1106,1113,1256.32,0.008756,0.010348,33.13,118.0,17.3824,40049,170.0
20160405_171453_641_361,12,15,1,921,952,1108.99,0.013526,0.010821,22.22,69.91,12.1797,28062,164.46
20160405_171453_641_721,15,14,4,947,960,1094.62,0.01279,0.013703,17.45,60.0,11.5812,26683,1.93
20160405_171456_1281_361,4,4,1,863,867,990.85,0.004037,0.004037,21.05,74.3,12.9158,29758,178.45
20160405_171456_1281_721,9,8,1,724,731,838.7,0.009539,0.010731,19.85,64.79,10.0217,23090,37.52
20160405_171456_1921_1081,21,18,3,1425,1448,1696.53,0.01061,0.012378,28.23,87.09,21.0056,48397,165.15
20160405_171456_1921_721,9,7,3,750,757,877.12,0.007981,0.010261,23.09,69.91,9.319,21471,175.62
20160405_171456_1_1,9,8,2,879,898,1046.7,0.007643,0.008598,42.97,122.64,24.5,56448,16.58
