image,endpoint_count,branch_point_count,connected_components,graph_nodes,graph_edges,skeleton_length_pixels,branch_density,endpoint_density,average_width_pixels,maximum_width_pixels,crack_coverage_percent,crack_area_pixels,dominant_orientation_degrees,normalized_coverage,normalized_skeleton_length,normalized_max_width,normalized_branch_density,CSI,severity
20160328_153632_1281_721,15,9,6,937,942,1049.28,0.008577,0.014295,27.23,112.73,11.2821,25994,5.44,0.6593631024500038,0.6810055812255642,1.0,0.5126795080619853,71.33,High
20160328_153632_1921_721,21,24,2,1452,1484,1719.27,0.013959,0.012214,21.67,74.39,17.5851,40516,14.86,1.0,1.0,0.6487777777777778,0.8343818646423287,87.08,High
20160328_153632_1_721,17,34,2,1382,1449,1671.43,0.020342,0.010171,21.07,72.0,15.2205,35068,171.7,0.9062851195691527,1.0,0.6222222222222222,1.0,88.21,High
20160328_153632_641_1,15,12,2,551,577,656.94,0.018266,0.022833,11.51,42.34,3.5898,8271,74.32,0.17708648446157438,0.3794925983919155,0.2926666666666667,1.0,46.23,Moderate
20160328_153632_641_361,23,24,1,1292,1335,1518.91,0.015801,0.015142,24.52,111.91,14.8628,34244,21.97,0.8838587521297054,1.0,1.0,0.9444851238063927,95.71,High
20160328_153632_641_721,9,10,3,654,671,770.83,0.012973,0.011676,29.78,106.0,7.4505,17166,176.21,0.4191370205909413,0.46701697422645766,1.0,0.7754449408986983,66.54,High
20160328_153645_1281_361,7,7,1,958,965,1095.48,0.00639,0.00639,30.39,100.27,19.694,45375,5.45,1.0,0.716510245055188,0.9363333333333332,0.3819543029632839,75.87,High
20160328_153645_1281_721,5,1,4,165,162,189.34,0.005282,0.026408,27.19,72.71,3.2396,7464,126.03,0.15513033719488586,0.020142364479966195,0.6301111111111111,0.31572498094711515,28.03,Moderate
20160328_153645_1921_361,5,2,2,373,374,427.85,0.004675,0.011686,19.87,66.0,4.6076,10616,5.43,0.24089849670610763,0.20343711274844145,0.5555555555555556,0.2794423108534198,31.98,Moderate
20160328_153645_1921_721,10,10,3,1164,1173,1362.3,0.007341,0.007341,26.6,93.09,19.3763,44643,169.41,1.0,0.9215612061595215,0.8565555555555556,0.4387991452352844,80.42,High
20160328_153645_1_361,8,7,1,805,814,918.38,0.007622,0.008711,36.04,130.65,17.5946,40538,1.22,1.0,0.580409033708297,1.0,0.45559557076465573,75.9,High
20160328_153645_1_721,1,0,2,386,384,419.62,0.0,0.002383,25.4,74.33,4.997,11513,170.41,0.2653123280757493,0.19711236419177902,0.6481111111111111,0.0,27.76,Moderate
20160328_153645_641_361,7,6,1,799,804,910.45,0.00659,0.007688,36.88,123.5,19.526,44988,6.13,1.0,0.574314834916762,1.0,0.39390905422974043,74.21,High
20160328_153645_641_721,1,1,1,186,187,198.6,0.005035,0.005035,15.01,41.54,1.0061,2318,179.31,0.015098769747288007,0.027258667230232764,0.2837777777777778,0.30096086313304143,15.68,Low
20160328_153654_1281_1,24,4,12,513,505,589.5,0.006785,0.040712,8.74,28.0,2.7661,6373,126.81,0.12544377028804118,0.3276650111912699,0.13333333333333333,0.4055649367145355,24.8,Low
20160328_153654_1281_361,3,4,1,341,348,393.15,0.010174,0.007631,15.48,41.15,3.049,7025,171.44,0.14318047520450658,0.17677018991536905,0.27944444444444444,0.6081381969246402,30.19,Moderate
20160328_153654_1281_721,15,14,2,840,855,977.19,0.014327,0.01535,15.08,70.3,7.5677,17436,8.5,0.42648499449058697,0.6256044726654436,0.6033333333333333,0.8563786069726086,62.8,High
20160328_153654_1921_1081,4,2,3,299,298,343.98,0.005814,0.011629,9.31,25.97,1.7626,4061,14.68,0.06252831117290152,0.1389830834109838,0.11077777777777777,0.3475246193158893,16.5,Low
20160328_153654_1_361,13,15,2,959,994,1168.8,0.012834,0.011123,14.97,53.2,9.9362,22893,163.49,0.5749805250478448,0.7728566076523311,0.4133333333333334,0.7671363887685111,63.21,High
20160328_153654_1_721,9,7,1,326,338,379.84,0.018429,0.023694,8.3,28.78,1.6554,3814,176.25,0.0558072975036011,0.1665414653358822,0.14200000000000002,1.0,34.11,Moderate
20160328_153654_641_361,9,12,1,820,832,938.04,0.012793,0.009594,18.94,67.54,9.7439,22450,1.42,0.5629240798183069,0.5955177283163143,0.5726666666666668,0.7646856647588876,62.39,High
20160328_153654_641_721,13,10,1,803,821,917.51,0.010899,0.014169,13.02,44.0,7.2556,16717,179.11,0.4069175657015136,0.5797404393894275,0.3111111111111111,0.6514741702655449,48.73,High
20160328_153657_1281_1,19,14,4,1118,1133,1300.34,0.010766,0.014612,11.97,47.15,8.4844,19548,168.49,0.48395843880633044,0.8739449946685369,0.3461111111111111,0.6435242606733512,58.69,High
20160328_153657_1281_361,14,4,9,462,462,529.93,0.007548,0.026419,10.04,34.76,2.4518,5649,100.56,0.10573841024829192,0.2818855128291338,0.20844444444444443,0.45117231279606684,26.18,Low
20160328_153657_1281_721,19,27,5,1594,1663,1916.08,0.014091,0.009916,17.44,62.72,14.1606,32626,173.96,0.8398336047548662,1.0,0.5191111111111111,0.84227200047819,80.03,High
20160328_153657_1921_1,6,6,2,268,271,312.01,0.01923,0.01923,8.54,27.18,1.3008,2997,109.53,0.03357528773556071,0.11441416344057101,0.12422222222222222,1.0,31.81,Moderate
20160328_153657_1921_1081,10,7,1,523,533,587.26,0.01192,0.017028,13.11,41.18,4.7279,10893,7.15,0.24844082827716027,0.3259435729449851,0.2797777777777778,0.7125031754808051,39.17,Moderate
20160328_153657_1921_361,11,7,2,447,452,520.76,0.013442,0.021123,21.69,67.59,5.2018,11985,164.89,0.2781524735932188,0.2748383750084055,0.5732222222222223,0.8034788326185388,48.24,High
20160328_153657_1921_721,7,6,1,587,595,681.16,0.008809,0.010277,17.6,61.12,6.8802,15852,165.24,0.38338147865435523,0.3981056494298697,0.5013333333333333,0.5265470195310749,45.23,Moderate
20160328_153657_1_1,17,32,1,1353,1422,1644.02,0.019465,0.010341,15.79,57.55,11.3077,26053,178.82,0.6609681206396876,1.0,0.4616666666666666,1.0,78.07,High
20160328_153657_1_1081,36,8,18,854,845,948.55,0.008434,0.037953,10.5,50.36,3.6927,8508,158.99,0.18353790523182636,0.6035946550879452,0.38177777777777777,0.504131860906469,41.83,Moderate
20160328_153657_1_361,21,15,4,817,842,956.32,0.015685,0.021959,12.5,44.76,5.9627,13738,34.66,0.32585787752018414,0.6095658940047457,0.31955555555555554,0.937551368071848,54.81,High
20160328_153657_1_721,23,21,7,1453,1470,1663.44,0.012624,0.013827,14.1,50.0,11.6832,26918,2.86,0.6845104772891493,1.0,0.37777777777777777,0.7545838999387319,70.42,High
20160328_153657_641_1,22,18,8,1436,1452,1649.17,0.010915,0.01334,12.78,54.0,11.1254,25633,164.34,0.6495386356404946,1.0,0.4222222222222222,0.6524305503668614,68.1,High
20160328_153657_641_1081,32,16,11,947,957,1130.14,0.014158,0.028315,7.54,26.79,4.3711,10071,152.79,0.22607088725844396,0.7431464279195767,0.11988888888888888,0.8462768421524529,48.38,High
20160328_153657_641_361,23,19,5,1548,1566,1813.7,0.010476,0.012681,16.99,84.0,13.3615,30785,23.95,0.7897332127479822,1.0,0.7555555555555555,0.6261898713369893,79.29,High
20160328_153657_641_721,10,10,4,658,678,805.16,0.01242,0.01242,28.3,71.51,9.0312,20808,168.85,0.5182406242016052,0.4933995523492061,0.6167777777777779,0.7423900536469462,59.27,High
20160328_153702_1281_1,26,31,8,1181,1230,1440.83,0.021515,0.018045,11.84,51.99,6.9657,16049,27.54,0.3887419886238066,0.9819114496777107,0.3998888888888889,1.0,69.26,High
20160328_153702_1281_1081,16,35,2,1614,1678,1949.31,0.017955,0.008208,20.93,86.28,12.9397,29813,167.22,0.7632880302320222,1.0,0.7808888888888889,1.0,88.6,High
20160328_153702_1281_361,32,45,6,1443,1528,1801.38,0.024981,0.017764,14.4,68.71,7.628,17575,142.73,0.43026556467956845,1.0,0.5856666666666666,1.0,75.4,High
20160328_153702_1281_721,8,10,3,264,278,320.25,0.031226,0.024981,7.25,25.18,0.8325,1918,170.88,0.004214740148495536,0.12074659698940435,0.102,1.0,30.67,Moderate
20160328_153702_1921_1,14,9,4,602,615,709.03,0.012693,0.019745,11.88,39.18,3.8841,8949,103.43,0.19553792404063328,0.41952372261020765,0.25755555555555554,0.7587082891256592,40.78,Moderate
20160328_153702_1921_1081,6,4,4,230,230,260.24,0.015371,0.023056,8.09,23.97,1.2214,2814,106.83,0.02859722350661992,0.07462895897174808,0.08855555555555554,0.9187824085835112,27.76,Moderate
20160328_153702_1921_361,24,27,9,1663,1712,2003.61,0.013476,0.011978,11.14,54.36,10.0981,23266,173.74,0.5851310111771334,1.0,0.4262222222222222,0.8055111403338363,70.42,High
20160328_153702_1921_721,3,3,2,404,408,463.5,0.006472,0.006472,6.66,21.58,1.8963,4369,103.43,0.07091076945261669,0.23083410983775066,0.06199999999999998,0.3868557509825311,18.77,Low
20160328_153702_1_1,22,36,6,1226,1319,1530.66,0.023519,0.014373,10.66,43.18,5.4232,12495,49.24,0.2920333730930612,1.0,0.302,1.0,64.85,High
20160328_153702_1_1081,17,25,1,938,984,1105.78,0.022609,0.015374,13.27,54.0,6.2201,14331,67.22,0.34199583384926935,0.7244257869912296,0.4222222222222222,1.0,62.22,High
20160328_153702_1_361,29,21,10,1065,1082,1222.83,0.017173,0.023715,8.95,37.56,4.9831,11481,162.15,0.2644408533555695,0.8143786203517805,0.23955555555555558,1.0,57.96,High
20160328_153702_1_721,12,10,2,494,500,567.93,0.017608,0.021129,7.37,23.97,2.3121,5327,86.53,0.09697977583036964,0.31108848307860787,0.08855555555555554,1.0,37.42,Moderate
20160328_153702_641_1,31,42,8,1214,1309,1514.45,0.027733,0.020469,12.82,62.39,6.7192,15481,138.2,0.37328741894579764,1.0,0.5154444444444445,1.0,72.22,High
20160328_153702_641_1081,28,33,2,1358,1428,1676.53,0.019684,0.016701,11.96,42.34,9.3216,21477,37.85,0.5364475492908296,1.0,0.2926666666666667,1.0,70.73,High
20160328_153702_641_361,21,20,5,1075,1104,1260.16,0.015871,0.016665,10.92,53.58,6.2687,14443,68.24,0.34504286056874695,0.8430666961258036,0.4175555555555555,0.9486692867496525,63.86,High
20160328_153702_641_721,30,20,5,1145,1166,1339.97,0.014926,0.022389,19.28,70.79,9.7773,22527,125.79,0.5650181269876599,0.90440061864187,0.6087777777777779,0.8921830870156457,74.26,High
20160328_153706_1281_1,9,16,4,435,461,536.39,0.029829,0.016779,10.37,37.18,1.7799,4101,83.7,0.0636129523713987,0.28685001777154445,0.23533333333333334,1.0,39.64,Moderate
20160328_153706_1281_1081,25,19,3,837,863,978.57,0.019416,0.025548,17.85,83.12,6.6063,15221,90.66,0.3662090379452005,0.6266650015850298,0.7457777777777779,1.0,68.47,High
20160328_153706_1281_361,48,52,7,1863,1934,2259.16,0.023017,0.021247,18.72,69.57,13.7127,31594,170.54,0.8117520560377053,1.0,0.5952222222222221,1.0,85.17,High
20160328_153706_1281_721,24,23,6,1118,1171,1368.58,0.016806,0.017536,18.4,83.14,7.6697,17671,68.54,0.4328799888401078,0.9263873812428555,0.746,1.0,77.63,High
20160328_153706_1921_1,48,48,7,1704,1783,2066.74,0.023225,0.023225,9.92,46.36,8.8129,20305,167.83,0.5045540823731698,1.0,0.3373333333333333,1.0,71.05,High
20160328_153706_1921_361,7,2,5,193,189,209.71,0.009537,0.033379,6.59,20.79,0.6775,1561,163.52,0.0,0.03579669353211848,0.05322222222222221,0.5700623141409764,16.48,Low
20160328_153706_1921_721,23,18,1,948,980,1135.74,0.015849,0.020251,8.58,44.39,4.3845,10102,167.64,0.2269110139671065,0.7474500235352887,0.31544444444444447,0.9473542641103422,55.93,High
20160328_153706_1_361,33,25,3,923,950,1075.09,0.023254,0.030695,7.21,23.97,4.1024,9452,176.54,0.20922446586906876,0.7008405460186938,0.08855555555555554,1.0,49.97,High
20160328_153706_641_1,18,9,5,488,502,577.39,0.015587,0.031175,6.95,23.18,1.9926,4591,92.2,0.07694839647084085,0.3183584856722928,0.07977777777777778,0.9316935399512843,35.17,Moderate
20160328_153706_641_1081,17,22,2,671,739,843.38,0.026085,0.020157,8.1,32.0,2.648,6101,86.44,0.11803936996766452,0.5227715924264403,0.17777777777777778,1.0,45.46,Moderate
20160328_153706_641_361,44,50,2,1726,1806,2095.54,0.02386,0.020997,12.4,46.79,10.1688,23429,158.98,0.5895636200056739,1.0,0.3421111111111111,1.0,73.29,High
20160328_153706_641_721,14,11,1,579,610,699.47,0.015726,0.020015,8.8,26.79,3.0595,7049,95.4,0.14383878344636902,0.4121768700948137,0.11988888888888888,0.9400020920814716,40.4,Moderate
20160328_153714_1281_1,1,0,1,232,231,264.55,0.0,0.00378,13.57,36.0,2.4891,5735,104.22,0.10807697190747947,0.07794119059741211,0.2222222222222222,0.0,10.21,Low
20160328_153714_1281_1081,8,9,3,721,742,860.88,0.010454,0.009293,12.94,43.54,5.3924,12424,37.13,0.2901023355835981,0.5362203287255403,0.306,0.6248748486976792,43.93,Moderate
20160328_153714_1281_361,17,7,8,1100,1102,1271.0,0.005507,0.013375,12.52,47.94,9.0043,20746,170.55,0.5165541011819768,0.8513972276390744,0.35488888888888886,0.32917407612187866,51.3,High
20160328_153714_1281_721,11,10,2,1159,1169,1371.14,0.007293,0.008023,15.51,60.39,9.5768,22065,147.34,0.5524475743692387,0.9283547392386098,0.49322222222222223,0.4359300049313349,60.25,High
20160328_153714_1921_1,1,0,1,155,154,171.4,0.0,0.005834,9.5,24.0,1.0156,2340,97.19,0.01569438196611594,0.006355488525346074,0.08888888888888889,0.0,2.77,Low
20160328_153714_1921_1081,10,5,3,572,583,676.2,0.007394,0.014789,14.5,44.8,5.3906,12420,49.4,0.28998948274213593,0.39429389331309633,0.31999999999999995,0.4419671543208954,36.16,Moderate
20160328_153714_1921_721,2,0,2,449,447,521.14,0.0,0.003838,10.0,29.98,3.1554,7270,25.45,0.1498513320553794,0.2751304047109003,0.15533333333333335,0.0,14.51,Low
20160328_153714_1_1,10,24,2,1224,1278,1449.48,0.016558,0.006899,11.76,43.55,7.0642,16276,173.16,0.39491754689270664,0.9885589679055515,0.30611111111111106,0.9897338573499304,66.98,High
20160328_153714_1_1081,6,8,8,536,541,624.67,0.012807,0.009605,10.83,32.39,3.6155,8330,156.48,0.1786977722535615,0.3546931286563752,0.1821111111111111,0.7655224973475395,37.03,Moderate
20160328_153714_1_361,7,18,6,835,875,1028.26,0.017505,0.006808,18.13,63.19,6.1137,14086,44.39,0.3353249769983965,0.6648517276823026,0.5243333333333333,1.0,63.11,High
20160328_153714_641_1,6,1,4,467,463,544.6,0.001836,0.011017,7.04,34.0,2.0677,4764,144.45,0.08165686780073321,0.29315939634386506,0.2,0.10974461662607031,17.11,Low
20160328_153714_641_1081,15,8,5,1071,1077,1219.9,0.006558,0.012296,10.18,43.94,6.9909,16107,176.61,0.39032192840427643,0.8121269176457028,0.3104444444444444,0.39199629402710734,47.62,High
20160328_153714_641_361,28,21,11,1294,1320,1497.7,0.014022,0.018695,14.62,54.36,10.6576,24555,176.4,0.6202094360649467,1.0,0.4262222222222222,0.8381476112912625,72.11,High
20160328_153714_641_721,4,1,2,383,382,442.89,0.002258,0.009032,7.47,20.38,2.1766,5015,64.55,0.08848446470919233,0.21499534097349643,0.04866666666666666,0.13496914179829345,12.18,Low
20160328_153718_1281_1,19,13,3,563,580,669.06,0.01943,0.028398,11.03,41.58,3.6194,8339,82.18,0.17894228674339616,0.38880680890306346,0.2842222222222222,1.0,46.3,Moderate
20160328_153718_1281_1081,14,15,1,609,636,728.78,0.020582,0.01921,14.64,45.15,5.4453,12546,75.7,0.2934189552021241,0.4347015821477633,0.3238888888888889,1.0,51.3,High
20160328_153718_1281_361,6,6,1,504,515,583.35,0.010286,0.010286,14.71,61.18,4.181,9633,91.33,0.21415237327958192,0.3229387410061577,0.502,0.6148328576338558,41.35,Moderate
20160328_153718_1281_721,19,16,2,717,736,872.69,0.018334,0.021772,21.26,69.53,7.8702,18133,70.43,0.44545054145852886,0.5452963044793899,0.5947777777777777,1.0,64.64,High
20160328_153718_1921_1,14,12,2,576,590,675.33,0.017769,0.020731,11.41,33.97,4.1562,9576,93.81,0.21259751190832585,0.39362529899422677,0.19966666666666666,1.0,45.15,Moderate
20160328_153718_1921_361,13,11,1,509,524,586.55,0.018754,0.022164,11.78,39.15,3.8845,8950,87.56,0.1955630024498471,0.3253979385008502,0.2572222222222222,1.0,44.45,Moderate
20160328_153718_1921_721,23,23,6,736,775,892.64,0.025766,0.025766,8.85,28.36,3.5503,8180,93.2,0.1746099915517109,0.5606278638603638,0.13733333333333334,1.0,46.81,Moderate
20160328_153718_1_1,17,10,5,455,463,529.27,0.018894,0.032119,6.54,22.79,1.8542,4272,93.32,0.06827126688286346,0.2813783033458535,0.07544444444444444,1.0,35.63,Moderate
20160328_153718_1_1081,49,50,13,1666,1760,2054.92,0.024332,0.023845,12.78,51.15,9.1649,21116,143.98,0.5266230824813205,1.0,0.39055555555555554,1.0,72.93,High
20160328_153718_1_361,33,20,14,615,631,716.33,0.02792,0.046068,6.54,21.97,2.043,4707,107.13,0.08010827603178061,0.4251337668949751,0.06633333333333333,1.0,39.29,Moderate
20160328_153718_1_721,25,20,11,1203,1225,1418.02,0.014104,0.01763,8.25,30.37,5.5651,12822,149.64,0.30092993876165947,0.9643819825358554,0.15966666666666668,0.8430490593105097,56.7,High
20160328_153718_641_1081,16,24,1,655,744,884.0,0.027149,0.018099,10.28,40.36,3.1176,7183,26.37,0.14748142238467457,0.5539880306246939,0.27066666666666667,1.0,49.3,High
20160328_153724_1281_361,15,9,5,713,730,818.64,0.010994,0.018323,14.91,52.73,5.9727,13761,179.05,0.32648483775052933,0.5037589217955986,0.4081111111111111,0.6571526771171117,47.39,High
20160328_153724_1281_721,5,5,3,522,525,589.62,0.00848,0.00848,18.26,56.0,4.1311,9518,177.33,0.21102384173015942,0.3277572310973209,0.4444444444444444,0.506881453697754,37.25,Moderate
20160328_153724_1921_361,16,20,1,1012,1045,1197.84,0.016697,0.013357,17.12,64.31,10.1788,23452,173.55,0.5901905802360191,0.7951738249166661,0.5367777777777778,0.9980424094801177,73.0,High
20160328_153724_1921_721,4,2,1,143,142,161.88,0.012355,0.024709,38.82,103.12,2.5951,5979,2.15,0.11472275034913847,0.0,0.9680000000000001,0.7385047594853479,45.53,Moderate
20160328_153724_1_1,30,41,7,1189,1287,1476.71,0.027764,0.020315,6.72,24.38,4.4484,10249,21.16,0.23091728983901227,1.0,0.0931111111111111,1.0,58.1,High
20160328_153724_1_1081,8,5,2,449,452,527.8,0.009473,0.015157,12.52,40.0,3.2552,7500,149.78,0.15610839515422437,0.2802486094967291,0.26666666666666666,0.5662367937357103,31.73,Moderate
20160328_153724_641_1,29,33,3,1211,1289,1482.02,0.022267,0.019568,14.31,51.99,8.1246,18719,122.09,0.46140040971851043,1.0,0.3998888888888889,1.0,71.53,High
20160328_153724_641_1081,14,21,2,851,886,1042.99,0.020134,0.013423,14.77,49.97,6.6094,15228,158.08,0.3664033956166075,0.6761717211500592,0.3774444444444444,1.0,60.5,High
20160328_153724_641_361,12,14,2,718,739,858.71,0.016304,0.013974,12.37,46.35,4.9761,11465,66.6,0.26400198119432783,0.5345526854244519,0.33722222222222226,0.9745513232415307,52.76,High
20160328_153724_641_721,24,24,6,1094,1142,1319.7,0.018186,0.018186,10.7,36.76,6.9766,16074,154.48,0.38942537527488286,0.8888231395114269,0.23066666666666663,1.0,62.72,High
20160328_153732_1281_361,2,0,4,286,282,307.27,0.0,0.006509,16.72,49.15,1.947,4486,2.87,0.0740894578204668,0.11077147715155766,0.3683333333333333,0.0,13.83,Low
20160328_153732_1281_721,12,11,1,809,825,940.15,0.0117,0.012764,23.96,73.18,11.5569,26627,1.99,0.6765919695798895,0.5971392616643773,0.6353333333333334,0.699352949087703,65.21,High
20160328_153732_1921_361,4,1,6,235,229,268.76,0.003721,0.014883,8.67,35.58,1.1133,2565,172.09,0.021819783416588426,0.08117657230136698,0.21755555555555553,0.22241814731242246,13.57,Low
20160328_153732_1921_721,14,10,3,702,714,821.7,0.01217,0.017038,22.62,76.3,9.276,21372,0.43,0.5335886106404555,0.5061105293998983,0.6699999999999999,0.7274466145638757,60.93,High
20160328_153732_1_361,14,13,1,850,867,1000.79,0.01299,0.013989,9.79,31.96,5.9944,13811,9.95,0.3278453414503784,0.6437410541888011,0.17733333333333334,0.7764610947563472,48.13,High
20160328_153732_641_361,25,18,4,1084,1113,1286.14,0.013995,0.019438,18.33,71.51,10.2522,23621,177.34,0.5947924683267527,0.8630323057858388,0.6167777777777779,0.8365337198702909,72.78,High
20160328_153732_641_721,4,3,4,355,356,396.59,0.007564,0.010086,14.05,60.0,2.2743,5240,17.84,0.09460986615966484,0.17941382722216354,0.4888888888888889,0.4521286928973834,30.38,Moderate
20160328_153801_1281_361,11,12,3,1146,1172,1298.34,0.009243,0.008472,27.52,120.0,13.8212,31844,175.36,0.8185545745369505,0.872407996234354,1.0,0.5524888297792854,81.09,High
20160328_153801_1281_721,10,5,3,705,710,755.56,0.006618,0.013235,40.69,105.88,12.3038,28348,0.39,0.7234196291843716,0.45528199118147156,0.9986666666666666,0.39558271940704426,64.32,High
20160328_153801_1921_361,4,1,3,449,447,476.82,0.002097,0.008389,41.67,111.48,7.0065,16143,1.76,0.39129998636361496,0.2410705194094084,1.0,0.12534556702879598,43.94,Moderate
20160328_153801_1921_721,7,5,1,788,790,872.84,0.005728,0.00802,45.54,142.6,18.5985,42851,2.38,1.0,0.5454115793619536,1.0,0.342384076271313,72.19,High
20160328_153801_1_361,8,6,6,820,821,948.99,0.006322,0.00843,20.27,58.0,12.2786,28290,21.66,0.7218396894039019,0.6039327947434655,0.4666666666666667,0.37788968753268876,54.26,High
20160328_153801_1_721,17,25,3,1392,1428,1659.55,0.015064,0.010244,18.5,67.54,13.8255,31854,152.96,0.818824167435999,1.0,0.5726666666666668,0.9004318653895006,82.3,High
20160328_153801_641_361,9,7,3,882,888,993.62,0.007045,0.009058,30.29,120.0,13.1241,30238,4.24,0.7748491768795874,0.6382309148022557,1.0,0.42110611336092885,70.85,High
20160328_153801_641_721,10,16,1,1268,1290,1449.06,0.011042,0.006901,36.46,123.45,18.5725,42791,173.49,1.0,0.9882361982343731,1.0,0.6600218174210613,91.21,High
20160328_153813_1281_1,3,2,1,725,725,804.94,0.002485,0.003727,15.7,52.79,8.5916,19795,10.21,0.4906794524756308,0.4932304825214461,0.4087777777777778,0.14853778448572152,38.53,Moderate
